label,Attack,AttackCount,AddSingleStageDamage,AddOverAttackDamage,BP,Hit,SureHit,Hate,Weapon,WeaponSub,Speed,AfterCasterSpeed,AfterTargetSpeed,Attribute,BaseParameter,BeforeGuard,AfterGuard,OverAttack,OverAttackLeft,OverAttackRight,OverAttackSelf,Bump,Limit,HitArea,Penetration,RaceSlayer,Random,ReserveType,ReserveProb,ReserveCancel,TargetType,TargetParty,Trace,TraceDifficulty,Turn,BaseElement,EffectType,EffectParam,AddEffectSequence,AddEffect,AddEffectParam,Sequence,DisableSelect,DisableOutActor,DisableOutActorObject
EN_M040_A01a_A,18,1,38,38,1,95,0,18,None,None,3,0,0,Strike None,Str Vit,0,1,1,0,3,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M040_A01a,0,0,0
EN_M040_A02a,0,1,24,24,2,100,0,0,None,None,-3,2,2,None None,None None,0,0,0,0,0,0,0,1,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Summon SummonFrog None None,1 1 0 0,None,None None,0 0,M040_A02a,0,0,0
EN_M040_A02a_A,0,1,24,24,2,100,0,0,None,None,-3,2,2,None None,None None,0,0,0,0,0,0,0,1,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Summon SummonFrog None None,1 4 0 0,None,None None,0 0,M040_A02a,0,0,0
EN_M040_A05a,0,1,24,24,2,100,0,0,None,None,-3,2,2,None None,None None,0,0,0,0,0,0,0,1,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Summon SummonFrog None None,2 1 0 0,None,None None,0 0,M040_A05a,0,0,0
EN_M040_A05a_A,0,1,24,24,2,100,0,0,None,None,-3,2,2,None None,None None,0,0,0,0,0,0,0,1,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Summon SummonFrog None None,2 4 0 0,None,None None,0 0,M040_A05a,0,0,0
EN_M040_A03a,59,1,7,26,3,95,1,30,None,None,0,3,3,Strike None,Tec Vit,1,0,1,0,0,1,0,0,None,0,None,0,Counter,100,0,Single,Target,0,0,0,None None None,InvalidGuard None None None,100 0 0 0,None,None None,0 0,M040_A03a,0,0,0
EN_M040_A03a_A,20,1,37,37,1,95,0,20,None,None,-4,1,2,Strike None,Qui Vit,1,0,1,0,0,0,0,1,None,0,None,0,Follow,100,0,Other,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M040_A03a,0,0,0
EN_M040_A04a,25,1,24,24,2,94,0,21,None,None,1,0,0,Strike None,Str Vit,0,0,1,1,1,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M040_A04a,0,0,0
EN_M040_A04a_A,23,1,24,24,2,95,0,21,None,None,1,0,0,Strike None,Str Vit,0,0,1,1,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Confusion None None None,75 0 0 0,None,None None,0 0,M040_A04b,0,0,0
EN_M040_B01a,19,1,26,26,3,95,0,19,None,None,-2,3,3,Ice None,Int Wil,0,0,1,1,0,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M040_B01a,0,1,0
EN_M040_B02a,50,1,29,29,5,95,0,28,None,None,0,15,7,Ice None,Int Vit,0,0,1,2,2,1,0,0,None,0,None,0,None,0,1,Single,Target,0,0,0,None None None,Stun None None None,100 0 0 0,None,None None,0 0,M040_B02a,0,0,0
EN_M041_A02a,34,1,26,26,3,95,0,24,None,None,0,0,0,Strike None,Str Vit,0,0,1,1,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M041_A02a,0,0,0
EN_M041_A02a_A,37,1,27,27,4,95,0,24,None,None,-3,0,0,Strike None,Str Vit,1,0,1,2,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,B0/Up_At_01,Attack None,20 0,M041_A02a,0,0,0
EN_M041_A01a,0,1,23,23,1,100,0,0,None,None,-4,0,0,None None,None None,1,0,0,0,0,0,0,0,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Attack None None None,20 0 0 0,None,None None,0 0,M041_A01a,0,0,0
EN_M041_B02a,29,1,26,26,3,100,1,22,None,None,2,9,5,Ice None,Int Wil,0,0,1,0,4,1,2,0,None,0,None,0,None,0,1,AreaBack,Target,0,0,0,None None None,Death AreaBump None None,15 100 0 0,None,None None,0 0,M041_B02a,0,1,0
EN_M041_B02a_A,25,1,26,26,3,100,1,21,None,None,4,9,5,Ice None,Int Wil,0,0,1,0,6,1,2,0,None,0,None,0,None,0,1,AreaBack,Target,0,0,0,None None None,Attack Defense Speed AreaBump,-10 -10 -8 100,None,None None,0 0,M041_B02a,0,1,0
EN_M041_B01a,37,3,26,26,3,95,0,8,None,None,1,3,3,Stab Ice,Int Vit,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,1,RandomAll,Target,0,0,0,None None None,Darkness None None None,75 0 0 0,None,None None,0 0,M041_B01a,0,1,0
EN_M041_B01a_A,31,3,26,26,3,95,0,8,None,None,1,3,3,Stab Ice,Int Vit,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,1,RandomAll,Target,0,0,0,None None None,Darkness Stench None None,75 75 0 0,None,None None,0 0,M041_B01a,0,1,0
EN_M041_B03a,64,6,31,31,6,95,0,5,None,None,-3,18,8,Strike Fire,Str Vit,1,0,1,2,1,1,0,0,None,0,None,0,None,0,0,RandomAll,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M041_B03a,0,1,0
EN_M042_A02a,29,1,24,24,2,94,0,22,None,None,1,2,2,Stab None,Str Vit,0,0,1,0,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M042_A02a,0,0,0
EN_M042_A02a_A,29,1,24,24,2,94,0,22,None,None,-1,2,2,Stab None,Str Vit,1,0,1,1,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stone None None None,25 0 0 0,None,None None,0 0,M042_A02b,0,0,0
EN_M042_A03a,41,1,27,27,4,95,0,25,None,None,3,12,6,Ice None,Int Wil,0,0,1,0,1,1,0,0,None,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M042_A03a,0,0,0
EN_M042_A05a,26,1,29,29,5,95,0,22,None,None,-1,15,7,Lightning None,Int Wil,1,0,1,1,0,1,0,1,Ground,0,None,0,None,0,0,All,Target,0,0,0,None None None,ChantExtend None None None,50 0 0 0,None,None None,0 0,M042_A05a,0,1,0
EN_M042_A01a,20,1,26,26,3,95,0,20,None,None,1,3,3,Neutral None,Int Vit,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stench None None None,75 0 0 0,None,None None,0 0,M042_A01a,0,0,0
EN_M042_A04a,38,1,27,27,4,95,0,24,None,None,2,12,6,Stab None,Tec Vit,0,1,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,75 0 0 0,None,None None,0 0,M042_A04a,0,0,0
EN_M042_A04a_Tri,53,1,26,26,3,95,0,28,None,None,2,9,5,Stab None,Tec Vit,0,1,1,1,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun Tri None None,100 0 0 0,None,None None,0 0,M042_A04a,1,0,0
EN_M042_A06a,38,1,29,29,5,100,0,24,None,None,-1,15,7,Lightning None,Int Wil,1,0,1,1,0,1,0,0,None,0,None,0,None,0,1,Single,Target,0,0,0,None None None,Stone None None None,100 0 0 0,None,None None,0 0,M042_A06a,0,0,0
EN_M050_A02a,0,1,24,24,2,0,0,0,None,None,2,0,0,None None,None None,0,0,0,0,0,0,0,0,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Defense None None None,30 0 0 0,None,None None,0 0,M050_A02a,0,0,0
EN_M050_A06a,18,1,24,24,2,95,0,18,None,None,1,0,0,Neutral None,Int Wil,0,0,1,0,0,1,0,0,None,0,None,0,None,0,1,Single,Target,0,0,0,None None None,Stench None None None,75 0 0 0,None,None None,0 0,M050_A06a,0,0,0
EN_M050_B01a,19,1,26,26,3,95,0,19,None,None,1,3,3,Fire None,Int Wil,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M050_B01a,0,1,0
EN_M050_B01a_A,16,1,24,24,2,95,0,16,None,None,1,2,2,Fire None,Int Wil,0,0,1,0,0,0,0,1,None,0,None,0,Follow,100,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M050_B01a,0,1,0
EN_M050_B02a,22,1,27,27,4,95,1,20,None,None,0,12,6,Ice None,Int Wil,0,0,1,1,1,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M050_B02a,0,1,0
EN_M050_B03a,16,1,26,26,3,95,0,16,None,None,-1,3,3,Lightning None,Int Wil,0,0,1,2,0,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Paralysis ParalysisMecha None None,25 25 0 0,None,None None,0 0,M050_B03a,0,1,0
EN_M051_A01a,20,1,24,24,2,95,0,20,None,None,-2,0,0,Neutral None,Int Wil,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Defense None None None,-10 0 0 0,None,None None,0 0,M051_A01a,0,0,0
EN_M051_A03a,16,1,26,26,3,95,0,16,None,None,1,0,0,Ice None,Int Wil,0,0,1,0,1,1,0,1,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,Poison None None None,50 0 0 0,None,None None,0 0,M051_A03a,0,1,0
EN_M051_A02a,17,1,27,27,4,95,0,17,None,None,0,4,3,Neutral None,Int Wil,0,0,1,1,1,1,0,1,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,Magic None None None,-10 0 0 0,None,None None,0 0,M051_A02a,0,1,0
EN_M051_B01a,37,1,27,27,4,95,0,24,None,None,-1,0,0,Strike None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Paralysis ParalysisMecha None None,75 50 0 0,None,None None,0 0,M051_B01a,0,0,0
EN_M051_B02a,50,1,27,27,4,94,0,28,None,None,-2,4,3,Slash None,Qui Vit,0,0,1,0,0,0,1,0,None,0,None,0,Chase,100,0,Single,Target,0,0,0,None None None,Death None None None,75 0 0 0,None,None None,0 0,M051_B02a,0,0,0
EN_M052_A01a,27,1,23,23,2,94,0,22,None,None,0,0,0,Strike None,Vit Vit,1,0,1,1,1,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M052_A01a,0,0,0
EN_M052_A02a,16,1,26,26,3,100,0,16,None,None,2,0,0,Strike None,Int Vit,0,0,1,1,2,1,0,1,Ground,0,None,0,None,0,0,All,Target,0,0,0,None None None,Stun StunMecha None None,100 100 0 0,None,None None,0 0,M052_A02a,0,1,0
EN_M052_A02a_A,30,1,7,26,3,100,1,22,None,None,2,0,0,Strike None,Int Vit,0,0,1,0,0,1,0,0,Ground,0,None,0,Counter,100,0,All,Target,0,0,0,None None None,Stun StunMecha InvalidGuard None,100 100 100 0,None,None None,0 0,M052_A02a,0,1,0
EN_M052_B01a,63,1,9,27,4,95,1,31,None,None,0,4,3,Fire None,Int Wil,1,0,1,0,0,1,0,0,None,0,None,0,InterruptStrike,100,1,Single,Target,0,0,0,None None None,None InvalidGuard MagicCalculation None,0 100 0 0,None,None None,0 0,M052_B01a,0,0,0
EN_M052_B01a_A,54,1,27,27,4,95,1,28,None,None,0,4,3,Fire None,Int Wil,1,0,1,2,2,1,0,0,None,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None InvalidGuard MagicCalculation None,0 100 0 0,None,None None,0 0,M052_B01a,0,0,0
EN_M052_B02a,72,7,32,32,7,95,0,5,None,None,1,0,0,Slash None,Str Vit,0,0,1,3,3,1,0,0,None,0,None,0,None,0,0,RandomAll,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M052_B02a,0,1,0
EN_M052_B02a_A,121,7,13,32,7,95,0,6,None,None,1,0,0,Slash None,Tec Vit,0,0,1,0,0,1,0,0,None,0,None,0,InterruptStab,100,0,RandomAll,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M052_B02a,0,1,0
EN_M070_A01a,23,1,22,22,1,95,0,21,None,None,0,0,0,Strike None,Vit Vit,1,0,1,0,1,1,0,0,Ground,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M070_A01a,0,0,0
EN_M070_A02a,26,1,24,24,2,95,0,22,None,None,1,0,0,Stab None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,75 0 0 0,None,None None,0 0,M070_A02a,0,0,0
EN_M070_A03a,41,1,27,27,4,94,0,25,None,None,0,0,0,Strike None,Vit Vit,0,0,1,1,1,1,1,0,Ground,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,50 0 0 0,None,None None,0 0,M070_A03a,0,0,0
EN_M070_A04a,49,1,26,26,3,94,0,27,None,None,-1,3,3,Strike None,Qui Vit,0,1,1,0,0,0,1,0,None,0,None,0,Chase,100,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M070_A04a,0,0,0
EN_M070_B01a,20,1,26,26,3,95,0,20,None,None,0,3,3,Strike None,Vit Vit,0,0,1,1,1,1,0,0,Ground,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M070_B01a,0,1,0
EN_M070_B02a,16,1,26,26,3,95,0,16,None,None,1,3,3,Fire None,Int Vit,0,0,1,1,1,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,Stench None None None,50 0 0 0,None,None None,0 0,M070_B02a,0,1,0
EN_M071_A01a,20,1,23,23,1,100,1,0,None,None,5,0,0,None None,None None,0,0,0,0,0,0,0,0,None,0,None,0,None,0,0,Other,Caster,0,0,0,None None None,Eat None None None,100 0 0 0,None,Defense None,20 0,M071_A01a,0,0,0
EN_M071_A01b,23,1,23,23,1,100,0,0,None,None,5,0,0,None None,None None,0,0,0,0,0,0,0,0,None,0,None,0,None,0,0,Other,Caster,0,0,0,None None None,Eat None None None,100 0 0 0,None,None None,0 0,M071_A01b,0,0,0
EN_M071_A02a,27,1,24,24,2,95,0,22,None,None,0,0,0,Slash None,Str Vit,1,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M071_A02a,0,0,0
EN_M071_A03a,31,1,26,26,3,95,0,23,None,None,1,0,0,Stab None,Str Vit,0,0,1,0,2,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Speed None None None,-8 0 0 0,None,None None,0 0,M071_A03a,0,0,0
EN_M071_B01a,23,1,29,29,5,95,0,21,None,None,0,15,7,Stab None,Str Vit,0,0,1,2,2,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,Attack None None None,-10 0 0 0,None,None None,0 0,M071_B01a,0,1,0
EN_M071_A04a,31,1,9,27,4,95,0,23,None,None,-1,4,3,Stab None,Tec Vit,1,0,1,0,0,1,0,0,None,0,None,0,InterruptStab,100,0,All,Target,0,0,0,None None None,Attack InvalidGuard None None,-10 100 0 0,None,None None,0 0,M071_A04a,0,1,0
EN_M072_A01a,22,1,22,22,1,95,0,20,None,None,4,0,0,Slash None,Tec Vit,0,0,1,0,0,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M072_A01a,0,0,0
EN_M072_A01a_Tri,61,1,26,26,3,95,0,30,None,None,4,6,4,Slash None,Tec Vit,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None Tri None None,0 0 0 0,None,None None,0 0,M072_A01a,1,0,0
EN_M072_A02a,26,1,24,24,2,94,0,22,None,None,2,0,0,Slash None,Tec Vit,0,0,1,0,0,1,1,0,None,0,None,0,None,0,0,AreaBack,Target,0,0,0,None None None,AreaBump None None None,100 0 0 0,None,None None,0 0,M072_A02a,0,1,0
EN_M072_B02a,20,1,27,27,4,95,0,20,None,None,0,4,3,Stab None,Int Vit,0,0,1,1,1,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,PartyBP None None None,-1 0 0 0,None,None None,0 0,M072_B02a,0,1,0
EN_M072_B03a,45,1,7,26,3,95,0,26,None,None,-1,3,3,Slash None,Tec Vit,1,0,1,0,0,1,0,0,None,0,None,0,InterruptSlash,100,0,Single,Target,0,0,0,None None None,Poison InvalidGuard None None,100 100 0 0,None,None None,0 0,M072_B03a,0,0,0
EN_M072_B03a_A,23,1,26,26,3,95,0,21,None,None,1,0,0,Slash None,Tec Vit,0,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Poison None None None,75 0 0 0,None,None None,0 0,M072_B03a,0,0,0
EN_M072_B01a,37,1,27,27,4,95,0,24,None,None,-1,12,6,Slash None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Death None None None,30 0 0 0,None,None None,0 0,M072_B01a,0,0,0
EN_M080_A06a,0,1,23,23,1,100,0,0,None,None,-5,0,0,Neutral None,None None,1,0,0,0,0,0,0,1,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,HateUp None None None,100 0 0 0,None,None None,0 0,M080_A06a,0,1,0
EN_M080_A02a,0,1,23,23,1,100,0,0,None,None,0,0,0,Neutral None,None None,0,0,0,0,0,0,0,1,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Magic Speed None None,-10 -8 0 0,None,None None,0 0,M080_A02a,0,1,0
EN_M080_A01a,21,1,22,22,1,95,0,20,None,None,-1,0,0,Slash None,Str Vit,0,0,1,1,0,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M080_A01a,0,0,0
EN_M080_A05a,25,1,24,24,2,95,0,21,None,None,1,0,0,Stab None,Str Vit,0,0,1,0,0,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Darkness None None None,75 0 0 0,None,None None,0 0,M080_A05a,0,0,0
EN_M080_A04a,33,1,26,26,3,84,0,23,None,None,2,3,3,Stab None,Vit Vit,0,0,1,0,1,1,1,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,75 0 0 0,None,None None,0 0,M080_A04a,0,0,0
EN_M080_A03a,33,1,26,26,3,95,0,23,None,None,0,3,3,Stab None,Int Vit,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M080_A03a,0,0,0
EN_M081_A01a,19,1,22,22,1,94,0,19,None,None,0,0,0,Strike None,Vit Vit,0,0,1,1,0,1,1,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,50 0 0 0,None,None None,0 0,M081_A01a,0,0,0
EN_M081_A01a_A,19,1,23,23,1,94,0,19,None,None,1,0,0,Strike None,Vit Vit,0,0,1,1,0,1,1,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,50 0 0 0,None,None None,0 0,M081_A01a,0,0,0
EN_M081_A05a,16,1,23,23,1,95,0,16,None,None,0,0,0,Stab None,Str Vit,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stench None None None,100 0 0 0,None,None None,0 0,M081_A05a,0,0,0
EN_M081_A05a_A,16,1,23,23,1,95,0,16,None,None,1,0,0,Stab None,Str Vit,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stench None None None,100 0 0 0,None,None None,0 0,M081_A05a,0,0,0
EN_M081_A02a,12,1,24,24,2,100,0,12,None,None,1,0,0,Lightning None,Int Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Stun StunMecha None None,50 50 0 0,None,None None,0 0,M081_A02a,0,1,0
EN_M081_A04a,15,1,24,24,2,95,0,15,None,None,0,0,0,Slash None,Tec Vit,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M081_A04a,0,1,0
EN_M081_A04a_A,15,1,24,24,2,95,0,15,None,None,-1,0,0,Slash None,Tec Vit,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M081_A04a,0,1,0
EN_M081_A06a,0,1,26,26,3,100,0,0,None,None,-1,3,3,None None,None None,0,0,0,0,0,0,0,1,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Confusion None None None,50 0 0 0,None,None None,0 0,M081_A06a,0,1,0
EN_M081_A03a,28,1,26,26,3,100,0,22,None,None,0,3,3,Neutral None,Int Wil,0,0,1,0,0,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M081_A03a,0,0,0
EN_M081_A03a_A,28,1,26,26,3,100,0,22,None,None,-1,3,3,Neutral None,Int Wil,0,0,1,0,0,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M081_A03a,0,0,0
EN_M081_A03a_Tri,47,1,26,26,3,100,0,27,None,None,0,3,3,Neutral None,Int Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None Tri None None,0 0 0 0,None,None None,0 0,M081_A03a,1,0,0
EN_M082_A03a,41,1,6,24,2,95,0,25,None,None,-2,0,0,Strike None,Tec Vit,1,0,1,0,0,1,0,0,Air,0,None,0,InterruptSlash,100,0,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M082_A03a,0,0,0
EN_M082_A05a,27,1,7,26,3,95,0,22,None,None,1,0,0,Stab None,Tec Vit,1,0,1,0,0,1,0,0,Air,0,None,0,InterruptStrike,100,0,All,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M082_A05a,0,1,0
EN_M082_A02a,22,1,22,22,1,95,0,20,None,None,0,0,0,Stab None,Str Vit,0,0,1,0,0,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M082_A02a,0,0,0
EN_M082_A02a_A,18,1,31,31,1,15,0,18,None,None,0,0,0,Stab None,Str Vit,1,0,1,0,0,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M082_A02a,0,0,0
EN_M082_A04a,14,1,24,24,2,75,0,14,None,None,1,0,0,Slash None,Str Vit,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M082_A04a,0,1,0
EN_M082_A01a,24,1,9,27,4,100,0,21,None,None,-2,4,3,Neutral None,Int Wil,1,0,1,0,0,1,0,0,Air,0,None,0,InterruptStab,100,0,All,Target,0,0,0,None None None,Confusion InvalidGuard None None,50 100 0 0,None,None None,0 0,M082_A01a,0,1,0
EN_M090_A04a,26,1,24,24,2,95,0,22,None,None,0,0,0,Lightning None,Int Wil,1,0,1,0,1,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M090_A04a,0,0,0
EN_M090_A04a_A,8,1,38,38,1,95,0,8,None,None,0,0,0,Lightning None,Int Wil,1,0,1,0,2,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M090_A04a,0,0,0
EN_M090_A04a_Chase,14,1,22,22,1,95,0,14,None,None,0,0,0,Lightning None,Int Wil,1,0,1,0,0,0,0,0,Air,0,None,0,Chase,100,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M090_A04a,0,0,0
EN_M090_A04a_Interrupt,15,1,4,23,1,95,0,15,None,None,0,0,0,Lightning None,Int Wil,1,0,1,0,0,1,0,0,Air,0,None,0,InterruptStab,100,1,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M090_A04a,0,0,0
EN_M090_A06a,18,1,26,26,3,95,0,18,None,None,-2,3,3,Lightning None,Int Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M090_A06a,0,1,0
EN_M090_A06a_Follow,5,1,38,38,1,95,0,5,None,None,-2,1,2,Lightning None,Int Wil,0,0,1,0,0,0,0,1,Air,0,None,0,Follow,100,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M090_A06a,0,1,0
EN_M090_A01a,0,1,23,23,1,100,0,0,None,None,0,0,0,None None,None None,0,0,0,0,0,0,0,1,Air,0,None,0,None,0,0,Single,Caster,0,0,0,None None None,ChantShort None None None,100 0 0 0,None,None None,0 0,M090_A01a,0,0,0
EN_M090_A02a,0,1,23,23,1,100,0,0,None,None,2,0,0,None None,None None,0,0,0,0,0,0,0,0,Air,0,None,0,None,0,0,Single,Caster,0,0,0,None None None,Magic None None None,20 0 0 0,None,None None,0 0,M090_A02a,0,0,0
EN_M090_A05a,0,1,23,23,1,100,0,0,None,None,1,0,0,None None,None None,0,0,0,0,0,0,0,0,Air,0,None,0,None,0,0,All,Caster,0,0,0,None None None,Magic None None None,10 0 0 0,None,None None,0 0,M090_A05a,0,1,0
EN_M090_A03a,0,1,26,26,3,100,0,0,None,None,-1,3,3,None None,None None,0,0,0,0,0,0,0,1,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Summon SummonElemental None None,1 0 0 0,None,None None,0 0,M090_A03a,0,0,0
EN_M090_A03a_Sui,0,1,26,26,3,100,0,0,None,None,-1,3,3,None None,None None,0,0,0,0,0,0,0,1,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Summon SummonElemental None None,1 6 0 0,None,None None,0 0,M090_A03a,0,0,0
EN_M090_A03a_Ka,0,1,26,26,3,100,0,0,None,None,-1,3,3,None None,None None,0,0,0,0,0,0,0,1,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Summon SummonElemental None None,1 10 0 0,None,None None,0 0,M090_A03a,0,0,0
EN_M090_A03a_Moku,0,1,26,26,3,100,0,0,None,None,-1,3,3,None None,None None,0,0,0,0,0,0,0,1,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Summon SummonElemental None None,1 14 0 0,None,None None,0 0,M090_A03a,0,0,0
EN_M090_A03a_Do,0,1,26,26,3,100,0,0,None,None,-1,3,3,None None,None None,0,0,0,0,0,0,0,1,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Summon SummonElemental None None,1 18 0 0,None,None None,0 0,M090_A03a,0,0,0
EN_M100_A01a,35,1,24,24,2,95,0,24,None,None,0,0,0,Stab None,Str Vit,1,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M100_A01a,0,0,0
